id,bank,counterparty,posted,new_balance,value,type,user,account_type
d3f41ca7-4e17-47a2-a147-595c6a8ad632,bank_c_00.uk,Brinks,2016-11-17,224193.11,-2052.95,utility,John Williams,CURRENT
ede319b6-d3ec-49f0-90b9-e85f8dcea02e,bank_c_00.uk,Trader Joe's,2016-11-22,223768.64,-424.47,food,John Williams,CURRENT
345e278d-82a6-434e-b16c-66d6c626838c,bank_c_00.uk,Netflix,2016-11-24,222936.57,-832.07,entertainment,John Williams,CURRENT
e2b33654-0faf-4177-8d18-ce78c3558d7b,bank_c_00.uk,Dr. Jackson,2016-11-27,221634.98,-1301.59,health,John Williams,CURRENT
30d10a05-c43d-47c0-8645-9fe6545f3d5d,bank_c_00.uk,INCOME,2016-11-07,2210000.00,30000.00,INCOME,John Williams,SAVING
cd5fb6c5-8132-48a4-97eb-ccfb18e0ceea,bank_c_01.uk,INCOME,2016-11-07,740000.00,20000.00,INCOME,Ammy Smith,SAVING
95ba7102-6f49-4730-bec7-7c8015e238c6,bank_c_01.uk,INCOME,2016-11-07,389737.72,60000.00,INCOME,Ammy Smith,CURRENT
4843a1c5-c7e9-469f-bda6-86e2ab0af56f,bank_c_01.uk,In-N-Out Burger,2016-11-07,389216.86,-520.86,food,Ammy Smith,CURRENT
e32ed24a-cc48-4643-a559-6bb3282508af,bank_c_01.uk,RENT,2016-11-07,369216.86,-20000.00,RENT,Ammy Smith,CURRENT
0164c241-1222-47c4-b28b-9ecf6dbccb7e,bank_c_01.uk,Registration,2016-11-09,368283.60,-933.26,education,Ammy Smith,CURRENT
8b048d91-0746-41b0-9b23-2bb3e4f19ebc,bank_c_01.uk,In-N-Out Burger,2016-11-13,367932.25,-351.35,food,Ammy Smith,CURRENT
f230fdfd-e495-4e42-82bb-801f66982e26,bank_c_01.uk,In-N-Out Burger,2016-11-17,367501.26,-430.99,food,Ammy Smith,CURRENT
50fcba6b-486a-465d-94ae-bd9ab5f884e8,bank_c_01.uk,The Gap,2016-11-20,366107.37,-1393.89,clothing,Ammy Smith,CURRENT
46d9e6ec-1c02-4536-9779-40f775c2435b,bank_c_01.uk,Arco,2016-11-22,364147.14,-1960.23,auto,Ammy Smith,CURRENT
67155433-cece-4325-985c-766c3d9f0bb6,bank_c_01.uk,In-N-Out Burger,2016-11-23,363696.85,-450.29,food,Ammy Smith,CURRENT
f92c63a7-8073-4905-8e86-f4ba5f1aa2ad,bank_c_01.uk,Wal-Mart,2016-11-24,362237.21,-1459.64,health,Ammy Smith,CURRENT
e69f2c27-bf0c-4d57-b0ff-60d298f1f970,bank_c_01.uk,Nordstrom,2016-11-27,361971.88,-265.33,gift,Ammy Smith,CURRENT
c91b95ec-9b3c-4b37-bdf9-fb5f4ee204dc,bank_c_01.uk,In-N-Out Burger,2016-12-01,361575.89,-395.99,food,Ammy Smith,CURRENT
d3156602-c3e4-451e-ad9d-56215bbef940,bank_c_01.uk,In-N-Out Burger,2016-12-05,360920.83,-655.06,food,Ammy Smith,CURRENT
908155e5-a1b4-442c-a877-55d1a952893c,bank_c_01.uk,AMC Theaters,2016-12-06,360510.88,-409.95,entertainment,Ammy Smith,CURRENT
e0810ee8-aee9-491e-a16d-c86c91f32266,bank_c_00.uk,INCOME,2016-12-07,254634.98,33000.00,INCOME,John Williams,CURRENT
1db520ac-6f16-4c92-8baa-5f623ed489bc,bank_c_00.uk,In-N-Out Burger,2016-12-07,253969.74,-665.24,food,John Williams,CURRENT
779cf145-5169-48e5-8029-5d091ac84804,bank_c_00.uk,In-N-Out Burger,2016-12-10,253531.81,-437.93,food,John Williams,CURRENT
054b648b-b207-4a88-8b52-2509cb0d075c,bank_c_00.uk,iTunes Music Store,2016-12-10,252910.03,-621.78,entertainment,John Williams,CURRENT
d94af1b3-39f7-45f6-8556-5fcb12af76df,bank_c_00.uk,In-N-Out Burger,2016-12-11,252362.97,-547.06,food,John Williams,CURRENT
9102ca16-2308-490c-a0fe-e941019e4cc1,bank_c_00.uk,In-N-Out Burger,2016-12-12,251719.58,-643.39,food,John Williams,CURRENT
7d8136eb-b7af-4eb9-b8a7-81cd93dc9952,bank_c_00.uk,PG&E,2016-12-12,249835.94,-1883.64,utility,John Williams,CURRENT
5b167d51-0f67-4b3f-85d3-8a0bae95b763,bank_c_00.uk,Registration,2016-12-12,248283.87,-1552.07,education,John Williams,CURRENT
f58c8df7-85c7-4631-ad42-befd79217c9e,bank_c_00.uk,In-N-Out Burger,2016-12-16,247731.41,-552.46,food,John Williams,CURRENT
b36752df-2b01-4657-96d2-b9c821ce6f5e,bank_c_00.uk,Shell,2016-12-18,246076.33,-1655.08,auto,John Williams,CURRENT
bd0b7113-52bb-43d9-9235-eccbcfabf96f,bank_c_00.uk,Amazon.com,2016-12-25,245795.26,-281.07,gift,John Williams,CURRENT
aa0b68ab-3536-41ba-abdb-1c83aeed8e9a,bank_c_00.uk,In-N-Out Burger,2016-12-29,245194.07,-601.19,food,John Williams,CURRENT
098629b2-ae85-4166-8a88-b66bbc2c70e4,bank_c_00.uk,Dr. Jackson,2017-01-02,243846.58,-1347.49,health,John Williams,CURRENT
d7d8e368-e3ce-4d52-aba0-350e575fbdf8,bank_c_00.uk,Kenneth Cole,2017-01-04,242602.44,-1244.14,clothing,John Williams,CURRENT
7a0c0451-1c9d-4c35-897f-4c1609a0f476,bank_c_00.uk,INCOME,2016-12-07,2240000.00,30000.00,INCOME,John Williams,SAVING
198a6a65-8d42-4fcc-9715-ca0225b10e9c,bank_c_01.uk,INCOME,2016-12-07,760000.00,20000.00,INCOME,Ammy Smith,SAVING
467d3b7c-5fc1-46fa-a1c4-6fb2a545c678,bank_c_01.uk,INCOME,2016-12-07,420510.88,60000.00,INCOME,Ammy Smith,CURRENT
38b955fc-43b4-4628-ac93-ae8e2c2beac8,bank_c_01.uk,Safeway,2016-12-07,420129.51,-381.37,food,Ammy Smith,CURRENT
3abfe4e1-84c2-4e67-80da-42569836d950,bank_c_01.uk,RENT,2016-12-07,400129.51,-20000.00,RENT,Ammy Smith,CURRENT
1e6c7884-082b-41a9-a1a4-500c58d3ee07,bank_c_01.uk,Safeway,2016-12-08,399609.52,-519.99,food,Ammy Smith,CURRENT
69dd9e13-95b3-41d3-953a-39b09e8ea5ad,bank_c_01.uk,Safeway,2016-12-09,399045.35,-564.17,food,Ammy Smith,CURRENT
13bb61bc-da48-49c8-9a47-d6e0e15f6bb3,bank_c_01.uk,Safeway,2016-12-13,398685.23,-360.12,food,Ammy Smith,CURRENT
d332a257-3fdf-41a4-a288-93846f187e8a,bank_c_01.uk,Annual Fee,2016-12-14,398103.56,-581.67,fee,Ammy Smith,CURRENT
d93851a2-1b15-45f1-a08b-1342ca43a714,bank_c_01.uk,Macy's,2016-12-16,396851.46,-1252.10,clothing,Ammy Smith,CURRENT
737155c6-7880-4d60-9edf-72862a242d4b,bank_c_01.uk,Safeway,2016-12-21,396245.02,-606.44,food,Ammy Smith,CURRENT
62cf47a8-24e3-4010-bbcc-60b95b1d05b3,bank_c_01.uk,Apple Store,2016-12-22,395910.96,-334.06,gift,Ammy Smith,CURRENT
1b203744-ae31-421e-a05a-1c65fd22e4e3,bank_c_01.uk,Amazon.com,2016-12-24,395517.10,-393.86,entertainment,Ammy Smith,CURRENT
ba3b6d53-b3c3-40da-9e6a-84812fc27f9c,bank_c_01.uk,Comcast,2016-12-31,394117.29,-1399.81,utility,Ammy Smith,CURRENT
8cd57245-4eae-42e9-9bde-92de1ea54f31,bank_c_01.uk,Jiffy Lube,2017-01-01,392235.96,-1881.33,auto,Ammy Smith,CURRENT
f27ad65a-ee0e-4d9a-93f4-97fe75a5bae5,bank_c_00.uk,INCOME,2017-01-06,275602.44,33000.00,INCOME,John Williams,CURRENT
1e2c2dba-0cdf-4e75-a52c-57292f5f6607,bank_c_00.uk,Amazon.com,2017-01-06,275301.34,-301.10,gift,John Williams,CURRENT
c20fec5f-6310-427f-841f-a095ade2e953,bank_c_00.uk,Metreon Theaters,2017-01-08,274756.34,-545.00,entertainment,John Williams,CURRENT
7a8c12c4-4071-4cb4-b8a7-b1d3808fd73b,bank_c_00.uk,In-N-Out Burger,2017-01-13,274330.28,-426.06,food,John Williams,CURRENT
68436583-a55b-4290-9006-1ad66c2cf644,bank_c_00.uk,In-N-Out Burger,2017-01-13,273640.14,-690.14,food,John Williams,CURRENT
de9d6627-0353-4346-9b58-51597b963e4b,bank_c_00.uk,In-N-Out Burger,2017-01-28,272936.28,-703.86,food,John Williams,CURRENT
6c657ff6-7102-4c09-b2d8-14cfc41cd7b7,bank_c_00.uk,In-N-Out Burger,2017-01-28,272246.19,-690.09,food,John Williams,CURRENT
cabf508a-1b28-4893-b5a2-c6124c952414,bank_c_00.uk,Annual Fee,2017-01-31,271671.23,-574.96,fee,John Williams,CURRENT
eb29b39f-28c8-46b9-8c69-e518f948a7d9,bank_c_00.uk,The Gap,2017-02-02,270048.28,-1622.95,clothing,John Williams,CURRENT
79e16ffd-2fea-420a-a212-b0ed3f6db32c,bank_c_00.uk,Verizon,2017-02-03,267517.46,-2530.82,utility,John Williams,CURRENT
4fa022b7-cb63-41f3-a3a7-892ac775454e,bank_c_00.uk,Amazon.com,2017-02-04,266559.67,-957.79,education,John Williams,CURRENT
0dec8435-dc85-4c4e-b907-de78ff8b04b4,bank_c_00.uk,INCOME,2017-01-06,2270000.00,30000.00,INCOME,John Williams,SAVING
616bfee9-bf32-477c-b189-f4772fd305db,bank_c_01.uk,INCOME,2017-01-06,780000.00,20000.00,INCOME,Ammy Smith,SAVING
df9b10d6-4918-427a-95c3-b402e4b26318,bank_c_01.uk,INCOME,2017-01-06,452235.96,60000.00,INCOME,Ammy Smith,CURRENT
aad13144-1e50-4f8a-92da-be11883881f4,bank_c_01.uk,RENT,2017-01-06,432235.96,-20000.00,RENT,Ammy Smith,CURRENT
7003eba2-2dbf-41a1-aa23-94e4c7464253,bank_c_01.uk,Safeway,2017-01-11,431836.17,-399.79,food,Ammy Smith,CURRENT
8973f6de-c7bf-4051-99e1-2101cc4be822,bank_c_01.uk,Shell,2017-01-12,430920.49,-915.68,auto,Ammy Smith,CURRENT
3d053651-a472-466b-9bb4-b455d51c27b0,bank_c_01.uk,Safeway,2017-01-15,430496.04,-424.45,food,Ammy Smith,CURRENT
bedeff61-18d2-431b-9f9b-94c61251ef3e,bank_c_01.uk,PG&E,2017-01-17,428803.65,-1692.39,utility,Ammy Smith,CURRENT
b61f918d-6a22-4301-bacc-cfe440ed5f0e,bank_c_01.uk,Metreon Theaters,2017-01-17,428432.02,-371.63,entertainment,Ammy Smith,CURRENT
6699a4c8-859b-42c1-8a27-1214da5775e4,bank_c_01.uk,Campus Books,2017-01-17,426950.43,-1481.59,education,Ammy Smith,CURRENT
1c6ba516-4a78-4160-b3b0-e658b30aa00e,bank_c_01.uk,Overlimit Fee,2017-01-20,426378.00,-572.43,fee,Ammy Smith,CURRENT
df72bdb7-f735-4e07-84d9-4c98ba681eea,bank_c_01.uk,Safeway,2017-01-23,425880.98,-497.02,food,Ammy Smith,CURRENT
c1d77b4d-7486-4145-8046-31c347746c39,bank_c_01.uk,Macy's,2017-01-27,424257.90,-1623.08,clothing,Ammy Smith,CURRENT
ee3e52ea-59be-4ba8-b183-8b0efa1e202c,bank_c_01.uk,Safeway,2017-01-29,423854.51,-403.39,food,Ammy Smith,CURRENT
96f9588b-1480-4b0a-8e44-16e444d67209,bank_c_01.uk,Safeway,2017-02-01,423275.31,-579.20,food,Ammy Smith,CURRENT
fc4c6742-adb1-4f7f-94dd-678aabcfd72c,bank_c_01.uk,Dr. Phillips,2017-02-01,421314.10,-1961.21,health,Ammy Smith,CURRENT
2ec8945b-f418-4a11-ae54-4c0b5a626c0b,bank_c_01.uk,K&L Wines,2017-02-02,420985.09,-329.01,gift,Ammy Smith,CURRENT
55359e1e-a747-40a2-a98b-962e122f7829,bank_c_00.uk,INCOME,2017-02-05,299559.67,33000.00,INCOME,John Williams,CURRENT
8a3325eb-6d10-4db0-94fb-7f573086edfa,bank_c_00.uk,Trader Joe's,2017-02-05,299183.04,-376.63,food,John Williams,CURRENT
2bdb625f-8863-4302-99d4-5d6bf9d21c41,bank_c_00.uk,Chevron,2017-02-05,298196.03,-987.01,auto,John Williams,CURRENT
d974e279-dcaa-4c4b-bfbe-f027c50863be,bank_c_00.uk,Trader Joe's,2017-02-07,297872.10,-323.93,food,John Williams,CURRENT
d7166a0e-c183-447a-99cd-550f3e44b8a0,bank_c_00.uk,Netflix,2017-02-18,297493.65,-378.45,entertainment,John Williams,CURRENT
7905d8e2-15de-41f8-a0a6-27626bcdfac3,bank_c_00.uk,Tuition,2017-02-19,296090.58,-1403.07,education,John Williams,CURRENT
b9b3baa7-601b-4b30-8bd1-c14c44833822,bank_c_00.uk,Trader Joe's,2017-02-25,295671.51,-419.07,food,John Williams,CURRENT
50021185-5abd-4fe4-8bd9-b3dc47a6b050,bank_c_00.uk,Wal-Mart,2017-02-27,294496.30,-1175.21,health,John Williams,CURRENT
c65bc215-b020-4f40-bae6-1c2157444c14,bank_c_00.uk,K&L Wines,2017-02-27,294226.01,-270.29,gift,John Williams,CURRENT
56db570d-2190-414d-9110-7e5514b18513,bank_c_00.uk,Trader Joe's,2017-02-28,293584.38,-641.63,food,John Williams,CURRENT
a0cdd0a1-5aee-4ad2-92df-0fe492a52edd,bank_c_00.uk,Brinks,2017-02-28,292438.31,-1146.07,utility,John Williams,CURRENT
ed60d55f-06c6-4401-a21d-fc3d98705348,bank_c_00.uk,Banana Republic,2017-03-07,291199.04,-1239.27,clothing,John Williams,CURRENT
39e75a1c-f32f-4434-8630-43a3e3293057,bank_c_00.uk,INCOME,2017-02-05,2300000.00,30000.00,INCOME,John Williams,SAVING
428bd244-c477-4d26-91b1-c553df2bf068,bank_c_01.uk,INCOME,2017-02-05,800000.00,20000.00,INCOME,Ammy Smith,SAVING
b02e8696-8f15-4bf5-958c-745f3b66b4b0,bank_c_01.uk,INCOME,2017-02-05,480985.09,60000.00,INCOME,Ammy Smith,CURRENT
5cb8546b-ff87-4e7d-b6d9-6c53157661ab,bank_c_01.uk,RENT,2017-02-05,460985.09,-20000.00,RENT,Ammy Smith,CURRENT
65bc8387-1df3-40cd-98be-5c7537ddfd1a,bank_c_01.uk,Olive Garden,2017-02-09,460628.40,-356.69,food,Ammy Smith,CURRENT
3cbe7ed2-e2ec-41d4-a190-f6a99553ce0b,bank_c_01.uk,Tuition,2017-02-10,459813.09,-815.31,education,Ammy Smith,CURRENT
c7cf3f4f-bf9f-42e2-a3a2-5586bb4b46da,bank_c_01.uk,Olive Garden,2017-02-12,459300.27,-512.82,food,Ammy Smith,CURRENT
3b846bdb-604d-4b80-b973-33c2b3934be8,bank_c_01.uk,Olive Garden,2017-02-14,458645.59,-654.68,food,Ammy Smith,CURRENT
f7c1104d-a449-4323-87ba-0d05cf73fafd,bank_c_01.uk,Union 76,2017-02-16,457199.19,-1446.40,auto,Ammy Smith,CURRENT
d20f6b2d-cec5-4728-a7c0-d5c87701d4ae,bank_c_01.uk,AMC Theaters,2017-02-18,456472.62,-726.57,entertainment,Ammy Smith,CURRENT
d81cfca6-7a55-4735-a152-636a65a018e4,bank_c_01.uk,Olive Garden,2017-02-20,456104.93,-367.69,food,Ammy Smith,CURRENT
f35c8885-276f-4b61-8380-025ca7fbc0f2,bank_c_01.uk,Late Fee,2017-02-22,455751.97,-352.96,fee,Ammy Smith,CURRENT
f3144eff-9bd1-4fca-8162-390c31868ffc,bank_c_01.uk,Dr. Jackson,2017-02-24,454621.33,-1130.64,health,Ammy Smith,CURRENT
6f385a6f-298b-4512-af48-011cc71c40ea,bank_c_01.uk,Olive Garden,2017-02-26,454188.60,-432.73,food,Ammy Smith,CURRENT
b89440d7-4668-4eb5-bf9d-6c2f4ebaa5e1,bank_c_01.uk,Comcast,2017-02-26,452216.13,-1972.47,utility,Ammy Smith,CURRENT
4d5f500d-2886-498b-814b-1133e9e76f22,bank_c_01.uk,Kenneth Cole,2017-03-04,451419.75,-796.38,clothing,Ammy Smith,CURRENT
71040ba0-5dd4-4b9b-9760-9c4e867954f2,bank_c_00.uk,INCOME,2017-03-07,324199.04,33000.00,INCOME,John Williams,CURRENT
968d2eaf-f0bf-4bd4-856e-48920b20efe7,bank_c_00.uk,In-N-Out Burger,2017-03-07,323541.77,-657.27,food,John Williams,CURRENT
78f1066b-16c8-41b8-8d28-24c7f1a4dd22,bank_c_00.uk,Brinks,2017-03-12,322118.06,-1423.71,utility,John Williams,CURRENT
624423ff-1f76-4827-a740-4cc3b769291c,bank_c_00.uk,Walgreen's,2017-03-13,321130.86,-987.20,health,John Williams,CURRENT
028f42b1-76d7-425d-a488-91d9326a1927,bank_c_00.uk,In-N-Out Burger,2017-03-16,320513.44,-617.42,food,John Williams,CURRENT
6dab057b-2631-4581-87cd-aa1e74dd8b56,bank_c_00.uk,In-N-Out Burger,2017-03-18,319826.90,-686.54,food,John Williams,CURRENT
22dd7d8b-91f9-4c7c-a76a-550ff6ae60b3,bank_c_00.uk,In-N-Out Burger,2017-03-21,319420.71,-406.19,food,John Williams,CURRENT
fa03a7a2-ed3c-4ed6-9ff4-e97575be116c,bank_c_00.uk,Nordstrom,2017-03-22,319005.05,-415.66,gift,John Williams,CURRENT
688396cd-d391-4567-8d2c-badb95ab5752,bank_c_00.uk,Pep Boys,2017-03-24,317400.53,-1604.52,auto,John Williams,CURRENT
2f0f27de-691f-4f21-86a6-cf6625af3059,bank_c_00.uk,Metreon Theaters,2017-03-24,316676.76,-723.77,entertainment,John Williams,CURRENT
78f51eb0-e0c7-4007-bc24-0a7fd165bef2,bank_c_00.uk,In-N-Out Burger,2017-03-30,316076.13,-600.63,food,John Williams,CURRENT
823f9992-d8c8-4a8f-8c83-57941c356b6c,bank_c_00.uk,Kenneth Cole,2017-04-03,314889.83,-1186.30,clothing,John Williams,CURRENT
5a80cd75-b2de-43a7-86bb-6a437e2c6d65,bank_c_00.uk,In-N-Out Burger,2017-04-05,314258.34,-631.49,food,John Williams,CURRENT
94b3baec-25f0-4cfa-bb85-2684dfbe2a4b,bank_c_00.uk,INCOME,2017-03-07,2330000.00,30000.00,INCOME,John Williams,SAVING
ee8fc951-6c51-438b-9812-24d6501030c3,bank_c_01.uk,INCOME,2017-03-07,820000.00,20000.00,INCOME,Ammy Smith,SAVING
05ae6609-e4a5-4e8c-9a07-1ea51a487f8b,bank_c_01.uk,INCOME,2017-03-07,511419.75,60000.00,INCOME,Ammy Smith,CURRENT
00e356e6-f960-4379-af1d-4a14fcbc4ff2,bank_c_01.uk,RENT,2017-03-07,491419.75,-20000.00,RENT,Ammy Smith,CURRENT
c86191ce-eaea-40b6-9077-5af370a61d7a,bank_c_01.uk,Olive Garden,2017-03-12,490793.70,-626.05,food,Ammy Smith,CURRENT
fc7d32ab-bc37-4143-9354-741c123ede89,bank_c_01.uk,Nordstrom,2017-03-20,489731.56,-1062.14,clothing,Ammy Smith,CURRENT
c2fbee72-9853-465b-8ffa-8b19016d3396,bank_c_01.uk,Olive Garden,2017-03-21,489398.58,-332.98,food,Ammy Smith,CURRENT
28cea374-c31f-4c47-aa45-93a29da19d04,bank_c_01.uk,Olive Garden,2017-03-24,488981.76,-416.82,food,Ammy Smith,CURRENT
b9b60e6f-ff79-4835-b5ff-239b7691fa1f,bank_c_01.uk,Olive Garden,2017-03-26,488665.28,-316.48,food,Ammy Smith,CURRENT
0a099ab8-d4b8-4a8d-9ccb-e9040622820b,bank_c_01.uk,Walgreen's,2017-03-26,487585.49,-1079.79,health,Ammy Smith,CURRENT
51d42476-d158-46a3-9b5e-b4f7c9eb981b,bank_c_01.uk,Olive Garden,2017-03-27,487127.05,-458.44,food,Ammy Smith,CURRENT
4784c296-5627-48db-9864-77c25d8c9d50,bank_c_01.uk,Jiffy Lube,2017-03-27,485727.64,-1399.41,auto,Ammy Smith,CURRENT
fcdc6002-386e-4bc5-b36b-193c71b4fbec,bank_c_01.uk,K&L Wines,2017-03-31,485280.64,-447.00,gift,Ammy Smith,CURRENT
52c98532-2306-41f9-ae98-c7cf9779c789,bank_c_01.uk,Olive Garden,2017-04-01,484871.48,-409.16,food,Ammy Smith,CURRENT
247d09ff-a770-43db-af61-8fe06d752067,bank_c_01.uk,Brinks,2017-04-04,483366.64,-1504.84,utility,Ammy Smith,CURRENT
331132d5-e2c9-47fb-91df-f69cb35b02e9,bank_c_01.uk,iTunes Music Store,2017-04-05,482671.96,-694.68,entertainment,Ammy Smith,CURRENT
60328231-9f1e-4f9c-a595-8a057be356da,bank_c_00.uk,INCOME,2017-04-06,347258.34,33000.00,INCOME,John Williams,CURRENT
fdca5bee-bab2-4307-ae3d-777cec123633,bank_c_00.uk,In-N-Out Burger,2017-04-11,346767.35,-490.99,food,John Williams,CURRENT
720b1a01-71c9-40c4-9f78-318d330f006f,bank_c_00.uk,Jiffy Lube,2017-04-12,345471.49,-1295.86,auto,John Williams,CURRENT
09ca1492-3af1-4d31-b356-adfabe9920fd,bank_c_00.uk,Monthly Fee,2017-04-13,345014.98,-456.51,fee,John Williams,CURRENT
31f5da04-4b81-4634-b55d-6ff05b23513a,bank_c_00.uk,Dr. Jackson,2017-04-14,343449.50,-1565.48,health,John Williams,CURRENT
3f8cb8a9-4179-419d-976c-5917c50344bb,bank_c_00.uk,Banana Republic,2017-04-17,342690.97,-758.53,clothing,John Williams,CURRENT
ea24f761-89ca-4457-9d3b-da09f9b7eb2a,bank_c_00.uk,K&L Wines,2017-04-18,342386.20,-304.77,gift,John Williams,CURRENT
56086cfd-f77f-412d-aa9c-aaa0701975b6,bank_c_00.uk,In-N-Out Burger,2017-04-19,341752.43,-633.77,food,John Williams,CURRENT
78865b1c-71eb-43c2-b241-497994df803a,bank_c_00.uk,In-N-Out Burger,2017-04-21,341214.04,-538.39,food,John Williams,CURRENT
1c06eae7-aaee-4449-bbc4-e9d9ccdb237a,bank_c_00.uk,AMC Theaters,2017-04-22,340390.45,-823.59,entertainment,John Williams,CURRENT
3b1145d1-9d2a-4c3a-afb1-b5bdecffd181,bank_c_00.uk,In-N-Out Burger,2017-04-24,339947.43,-443.02,food,John Williams,CURRENT
9cd3fca0-f664-4c38-ad2b-d63dfda89552,bank_c_00.uk,In-N-Out Burger,2017-04-30,339457.22,-490.21,food,John Williams,CURRENT
60c952f5-17d7-4bd4-b3fd-0a7628388524,bank_c_00.uk,In-N-Out Burger,2017-05-06,339121.96,-335.26,food,John Williams,CURRENT
30b73379-3d48-4c89-9fcd-e58401058b76,bank_c_00.uk,Tuition,2017-05-06,337744.88,-1377.08,education,John Williams,CURRENT
1ddb8239-38c3-40a2-9cc7-d7cc6d228016,bank_c_00.uk,INCOME,2017-04-06,2360000.00,30000.00,INCOME,John Williams,SAVING
8508bede-231f-4f93-8766-29b5852f097c,bank_c_01.uk,INCOME,2017-04-06,840000.00,20000.00,INCOME,Ammy Smith,SAVING
71760708-4ca2-40b2-bd38-9d708d09e8e3,bank_c_01.uk,INCOME,2017-04-06,542671.96,60000.00,INCOME,Ammy Smith,CURRENT
fff34618-e53e-4021-8b3d-9f4c9bef8548,bank_c_01.uk,RENT,2017-04-06,522671.96,-20000.00,RENT,Ammy Smith,CURRENT
27517af8-3ada-4c6a-b913-eff1a55a0723,bank_c_01.uk,Union 76,2017-04-14,521778.30,-893.66,auto,Ammy Smith,CURRENT
080a7207-87a2-47c1-9bae-2b7f5c65a25e,bank_c_01.uk,Safeway,2017-04-15,521248.47,-529.83,food,Ammy Smith,CURRENT
06261196-783b-4681-9379-4e252780ee9f,bank_c_01.uk,Safeway,2017-04-15,520855.51,-392.96,food,Ammy Smith,CURRENT
01acee43-9dc0-468f-babd-cef047331e1f,bank_c_01.uk,Apple Store,2017-04-23,520426.91,-428.60,gift,Ammy Smith,CURRENT
abb5593c-ac60-4e8f-8a2f-e24f2eae7316,bank_c_01.uk,AT&T,2017-04-24,518359.68,-2067.23,utility,Ammy Smith,CURRENT
0746c37c-22df-4a95-8be7-7d86c3f8fe29,bank_c_01.uk,Safeway,2017-04-26,517972.74,-386.94,food,Ammy Smith,CURRENT
ba838e15-5e50-4eff-b7d2-f4c3a4fdde43,bank_c_01.uk,Metreon Theaters,2017-04-27,517154.62,-818.12,entertainment,Ammy Smith,CURRENT
b23eee4a-0db0-4195-916b-f6f5a39e3b18,bank_c_01.uk,Banana Republic,2017-05-01,516292.02,-862.60,clothing,Ammy Smith,CURRENT
5c5c16c2-1636-44d7-9ddc-6aeaf49cedfe,bank_c_01.uk,Dr. Martins,2017-05-03,515016.58,-1275.44,health,Ammy Smith,CURRENT
7025cb5f-5c43-42a4-9bc2-a03a3bd24ddb,bank_c_01.uk,Safeway,2017-05-06,514429.94,-586.64,food,Ammy Smith,CURRENT
89c852ea-4ce2-46ff-ad4a-a67d6506373c,bank_c_00.uk,INCOME,2017-05-06,370744.88,33000.00,INCOME,John Williams,CURRENT
6cdd8bfd-19a4-4d50-a0eb-09114e17eb41,bank_c_00.uk,Trader Joe's,2017-05-08,370177.19,-567.69,food,John Williams,CURRENT
46c53854-39a2-4114-8344-9cb00ea474b4,bank_c_00.uk,Trader Joe's,2017-05-08,369530.45,-646.74,food,John Williams,CURRENT
28645fd5-8a49-4cbf-ab1d-05bd3be8613e,bank_c_00.uk,Registration,2017-05-13,368602.70,-927.75,education,John Williams,CURRENT
10b556da-6fd2-4d09-9ecf-69d1a4130b94,bank_c_00.uk,J. Crew,2017-05-17,367249.26,-1353.44,clothing,John Williams,CURRENT
4fb8da7c-80af-419a-9a7f-fdef4351bc32,bank_c_00.uk,Metreon Theaters,2017-05-21,366435.52,-813.74,entertainment,John Williams,CURRENT
98f616b0-a229-4efb-8e40-6ab9eb835fd7,bank_c_00.uk,K&L Wines,2017-05-22,366145.17,-290.35,gift,John Williams,CURRENT
be92aa6d-baa3-4dc3-8a67-15ec317d3033,bank_c_00.uk,Trader Joe's,2017-05-23,365543.32,-601.85,food,John Williams,CURRENT
a475ee58-db49-4ae7-94ff-4c74f9781049,bank_c_00.uk,Trader Joe's,2017-05-24,364853.63,-689.69,food,John Williams,CURRENT
ec94635a-2663-4f5c-8ae2-f09108df2434,bank_c_00.uk,Late Fee,2017-05-25,364584.60,-269.03,fee,John Williams,CURRENT
ed8e7c0c-3af2-404c-8f58-05bb52af6492,bank_c_00.uk,Shell,2017-05-27,363448.05,-1136.55,auto,John Williams,CURRENT
d8a57fa9-dfcb-4dfe-91ca-452b45bf91f9,bank_c_00.uk,Trader Joe's,2017-05-30,363117.22,-330.83,food,John Williams,CURRENT
9ad7faa1-7e68-4f88-9ed7-e659d85a2442,bank_c_00.uk,Trader Joe's,2017-05-30,362603.02,-514.20,food,John Williams,CURRENT
79a039fb-d992-45d8-b05f-9a986e38644e,bank_c_00.uk,Walgreen's,2017-06-03,361708.39,-894.63,health,John Williams,CURRENT
ad5d5e5f-9e7c-4c67-b1c5-c677eca7825a,bank_c_00.uk,INCOME,2017-05-06,2390000.00,30000.00,INCOME,John Williams,SAVING
5a6d29e8-c5b1-4d7b-890a-3a00b79563ba,bank_c_01.uk,INCOME,2017-05-06,860000.00,20000.00,INCOME,Ammy Smith,SAVING
c9f4012b-cb64-4080-8192-5c9548343fb3,bank_c_01.uk,INCOME,2017-05-06,574429.94,60000.00,INCOME,Ammy Smith,CURRENT
5fa7cf8e-13d9-4138-a277-9e04f42d9ea8,bank_c_01.uk,RENT,2017-05-06,554429.94,-20000.00,RENT,Ammy Smith,CURRENT
b0e5b89e-72f9-4ffc-8ec8-1e432eafb597,bank_c_01.uk,Neiman-Marcus,2017-05-07,554133.14,-296.80,gift,Ammy Smith,CURRENT
